211    ,    1.75    2.107684586    225.5461252    41.15422673    19.8785436    20.9272869    ;
212    ,    1.758333333    2.204972367    243.6115357    43.65926662    19.6138308    20.9272869    ;
213    ,    1.766666667    2.147869457    227.6743691    42.94354094    19.8785436    20.96427857    ;
214    ,    1.775    2.369138784    233.5384865    42.94354094    19.7461872    20.90889315    ;
215    ,    1.783333333    2.230821675    239.2065144    43.30140378    19.7461872    20.96427857    ;
216    ,    1.791666667    2.370209854    245.3235592    43.30140378    19.6138308    20.96427857    ;
217    ,    1.8    2.338498552    228.3041518    43.30140378    19.8785436    20.94569831    ;
218    ,    1.808333333    2.480368179    242.6373923    42.94354094    19.6138308    20.9272869    ;
219    ,    1.816666667    2.757346231    235.0513338    43.30140378    19.7461872    20.9272869    ;
220    ,    1.825    2.479247329    234.871244    43.30140378    19.7461872    20.9272869    ;
221    ,    1.833333333    2.648105182    226.5010251    43.30140378    19.8785436    20.9272869    ;
222    ,    1.841666667    2.534301602    233.5384865    43.30140378    19.7461872    20.90889315    ;
223    ,    1.85    2.541963309    243.9657486    43.30140378    19.6138308    20.94569831    ;
224    ,    1.858333333    2.628362186    233.4060657    43.30140378    19.7461872    20.9272869    ;
225    ,    1.866666667    3.406055437    235.4732703    43.30140378    19.7461872    20.94569831    ;
226    ,    1.875    3.175470506    233.0480487    43.30140378    19.7461872    20.90889315    ;
227    ,    1.883333333    4.354877651    244.1139947    43.65926662    19.6138308    20.96427857    ;
228    ,    1.891666667    4.571049145    224.8054709    43.30140378    19.8785436    20.90889315    ;
229    ,    1.9    6.151130933    243.2244272    43.30140378    19.6138308    20.96427857    ;
230    ,    1.908333333    6.692465025    232.4790726    43.30140378    19.7461872    20.90889315    ;
231    ,    1.916666667    8.76090832    234.7332353    43.30140378    19.7461872    20.94569831    ;
232    ,    1.925    9.468318962    227.5700106    43.30140378    19.8785436    20.9272869    ;
233    ,    1.933333333    10.06632657    232.7294593    43.65926662    19.7461872    20.96427857    ;
234    ,    1.941666667    11.51061803    225.7774353    43.65926662    19.8785436    20.90889315    ;
235    ,    1.95    12.67816154    232.7294593    42.94354094    19.7461872    20.96427857    ;
236    ,    1.958333333    12.78297035    234.8931918    37.21773548    19.7461872    20.96427857    ;
237    ,    1.966666667    14.06364016    237.9914481    37.21773548    19.6138308    20.96427857    ;
238    ,    1.975    14.28517999    225.2546798    37.93346116    19.8785436    20.94569831    ;
239    ,    1.983333333    14.6993517    222.3029354    37.57559832    19.8785436    20.94569831    ;
240    ,    1.991666667    14.29764779    235.3872729    34.35483275    19.6138308    20.90889315    ;
241    ,    2    14.4293627    220.0955232    30.4183415    19.8785436    20.9272869    ;
242    ,    2.008333333    14.33232039    237.6606668    31.13406718    19.6138308    20.94569831    ;
243    ,    2.016666667    14.0509355    219.1978504    24.69256535    19.8785436    20.9272869    ;
244    ,    2.025    13.74984348    235.2089802    22.90325114    19.6138308    20.94569831    ;
245    ,    2.033333333    13.59669872    222.8762188    13.24092512    19.8785436    20.94569831    ;
246    ,    2.041666667    12.71114556    231.4375573    14.31451365    19.6138308    20.94569831    ;
247    ,    2.05    13.16151528    221.010774    22.90325114    19.8785436    20.94569831    ;
248    ,    2.058333333    12.1390877    231.5944874    28.6290566    19.6138308    20.9272869    ;
249    ,    2.066666667    12.4575549    216.0133252    32.92338139    19.8785436    20.9272869    ;
250    ,    2.075    11.48075486    222.9666485    33.99696991    19.7461872    20.9272869    ;
251    ,    2.083333333    11.98612172    221.5001618    33.99696991    19.8785436    20.94569831    ;
252    ,    2.091666667    10.44689423    222.9666485    33.99696991    19.7461872    20.9272869    ;
253    ,    2.1    11.22773328    223.7420544    33.99696991    19.7461872    20.9272869    ;
254    ,    2.108333333    9.8077833    228.4705175    33.63910707    19.7461872    20.96427857    ;
255    ,    2.116666667    9.73196651    226.9266041    34.35483275    19.7461872    20.96427857    ;
256    ,    2.125    8.270884995    221.6506607    39.00704969    19.7461872    20.90889315    ;
257    ,    2.133333333    7.726325649    228.374173    37.93346116    19.7461872    20.96427857    ;
258    ,    2.141666667    6.583731407    221.6506607    43.30140378    19.7461872    20.90889315    ;
259    ,    2.15    5.404205963    216.0773297    35.78628412    19.8785436    20.94569831    ;
260    ,    2.158333333    4.082920714    228.4987432    34.71269559    19.6138308    20.90889315    ;
261    ,    2.166666667    2.773681997    218.7883635    36.85987264    19.8785436    20.96427857    ;
262    ,    2.175    1.314405318    223.0532261    34.35483275    19.7461872    20.90889315    ;
263    ,    2.183333333    0.322356329    215.5307458    35.07055843    19.8785436    20.94569831    ;
264    ,    2.191666667    -1.542873429    224.4534158    35.07055843    19.7461872    20.90889315    ;
265    ,    2.2    -2.33894398    218.7883635    35.07055843    19.8785436    20.96427857    ;
266    ,    2.208333333    -2.666201774    222.42643    35.07055843    19.7461872    20.94569831    ;
267    ,    2.216666667    -3.674948576    216.0191364    34.71269559    19.8785436    20.94569831    ;
268    ,    2.225    -4.599745938    224.8024564    35.07055843    19.7461872    20.94569831    ;
269    ,    2.233333333    -4.89481154    218.3005382    35.78628412    19.8785436    20.94569831    ;
270    ,    2.241666667    -5.604683221    222.4850905    36.14414696    19.7461872    20.94569831    ;
271    ,    2.25    -5.604237592    225.7209208    36.5020098    19.7461872    20.9272869    ;
272    ,    2.258333333    -6.039617691    221.1088646    28.98691944    19.7461872    20.9272869    ;
273    ,    2.266666667    -5.839268467    222.444114    26.8397424    19.7461872    20.9272869    ;
274    ,    2.275    -6.245238399    235.3568476    14.31451365    19.6138308    20.94569831    ;
275    ,    2.283333333    -5.728635363    215.6071593    1.789317137    19.8785436    20.9272869    ;
276    ,    2.291666667    -6.106619957    212.9141409    0.357862841    19.8785436    20.9272869    ;
277    ,    2.3    -5.601706245    218.3005382    0.357862841    19.8785436    20.94569831    ;
278    ,    2.308333333    -5.804281142    225.7710286    0.357862841    19.7461872    20.94569831    ;
279    ,    2.316666667    -5.244138656    224.6452356    0.357862841    19.7461872    20.94569831    ;
280    ,    2.325    -5.386770357    225.2478362    0.357862841    19.7461872    20.94569831    ;
281    ,    2.333333333    -4.566505103    223.2097757    0.357862841    19.7461872    20.94569831    ;
282    ,    2.341666667    -5.037432594    223.1174495    0.357862841    19.7461872    20.90889315    ;
283    ,    2.35    -4.433805654    225.9690724    0.357862841    19.7461872    20.96427857    ;
284    ,    2.358333333    -4.46164335    225.6847465    0.357862841    19.7461872    20.96427857    ;
285    ,    2.366666667    -3.754429207    226.0782516    10.37802239    19.7461872    20.94569831    ;
286    ,    2.375    -3.460077637    223.8857046    25.76615387    19.7461872    20.94569831    ;
287    ,    2.383333333    -2.557022527    226.9747049    22.90325114    19.7461872    20.94569831    ;
288    ,    2.391666667    -2.937154181    218.7286826    33.99696991    19.8785436    20.96427857    ;
289    ,    2.4    -1.806802806    225.2796543    34.35483275    19.7461872    20.9272869    ;
290    ,    2.408333333    -2.243923909    220.1127583    34.35483275    19.8785436    20.96427857    ;
291    ,    2.416666667    -0.756753607    221.4888457    35.07055843    19.7461872    20.9272869    ;
292    ,    2.425    -1.730038819    223.7544646    35.42842127    19.7461872    20.94569831    ;
293    ,    2.433333333    0.054366809    223.7981581    35.78628412    19.7461872    20.9272869    ;
294    ,    2.441666667    -1.14207815    216.9825212    35.78628412    19.8785436    20.9272869    ;
295    ,    2.45    0.598480525    223.863089    35.78628412    19.7461872    20.9272869    ;
296    ,    2.458333333    0.328564967    220.1127583    35.78628412    19.8785436    20.96427857    ;
297    ,    2.466666667    0.489746908    223.863089    35.78628412    19.7461872    20.9272869    ;
298    ,    2.475    1.087735898    221.9198329    35.78628412    19.8785436    20.98272558    ;
299    ,    2.483333333    1.033860624    223.863089    35.78628412    19.7461872    20.9272869    ;
300    ,    2.491666667    1.577974341    230.5959706    35.78628412    19.7461872    20.98272558    ;
301    ,    2.5    1.423826982    223.0532261    35.78628412    19.7461872    20.90889315    ;
302    ,    2.508333333    1.71820761    216.9632873    35.78628412    19.8785436    20.96427857    ;
303    ,    2.516666667    1.861962088    224.3775413    35.78628412    19.7461872    20.9272869    ;
304    ,    2.525    2.041486047    224.6577789    35.78628412    19.7461872    20.96427857    ;
305    ,    2.533333333    2.230821675    222.070208    35.78628412    19.7461872    20.9272869    ;
306    ,    2.541666667    2.594107383    216.444554    35.78628412    19.8785436    20.96427857    ;
307    ,    2.55    1.806802806    223.1174495    35.78628412    19.7461872    20.90889315    ;
308    ,    2.558333333    2.792142339    216.9043531    35.78628412    19.8785436    20.96427857    ;
309    ,    2.566666667    2.699915684    223.9630515    35.78628412    19.7461872    20.9272869    ;
310    ,    2.575    3.027900036    224.2542248    35.78628412    19.7461872    20.96427857    ;
311    ,    2.583333333    2.792494682    223.4754283    36.14414696    19.7461872    20.9272869    ;
312    ,    2.591666667    3.066497292    228.0825684    35.78628412    19.7461872    20.96427857    ;
313    ,    2.6    3.264682299    223.0315714    35.78628412    19.7461872    20.9272869    ;
314    ,    2.608333333    3.338542803    218.3470625    35.78628412    19.8785436    20.96427857    ;
315    ,    2.616666667    2.82974783    222.070208    35.78628412    19.7461872    20.9272869    ;
316    ,    2.625    3.243988837    224.2542248    36.14414696    19.7461872    20.96427857    ;
317    ,    2.633333333    2.792943132    224.442875    35.78628412    19.7461872    20.9272869    ;
318    ,    2.641666667    2.793844051    222.8803034    36.14414696    19.7461872    20.96427857    ;
319    ,    2.65    2.683073018    225.4103418    35.78628412    19.7461872    20.9272869    ;
320    ,    2.658333333    3.026089776    215.5468555    35.78628412    19.8785436    20.96427857    ;
321    ,    2.666666667    2.666201774    221.1664197    36.14414696    19.7461872    20.9272869    ;
322    ,    2.675    2.648105182    216.5038472    36.14414696    19.8785436    20.96427857    ;
323    ,    2.683333333    2.556312988    214.6794855    36.14414696    19.8785436    20.94569831    ;
